,Unnamed: 0,Accuracy_CDI_01234,False Positive_CDI_01234,False Negative_CDI_01234,True Positive_CDI_01234,True Negative_CDI_01234,True Positive Rate / Sensitivity_CDI_01234,True Negative Rate / Specificity_CDI_01234,Positive predictive value / Precision_CDI_01234,Negative predictive value_CDI_01234,False Positive rate / Fall out_CDI_01234,False Negative rate_CDI_01234,False discovery rate_CDI_01234,Overall accuracy (from conf m)_CDI_01234,Unnamed: 0,Accuracy_CDI_0123,False Positive_CDI_0123,False Negative_CDI_0123,True Positive_CDI_0123,True Negative_CDI_0123,True Positive Rate / Sensitivity_CDI_0123,True Negative Rate / Specificity_CDI_0123,Positive predictive value / Precision_CDI_0123,Negative predictive value_CDI_0123,False Positive rate / Fall out_CDI_0123,False Negative rate_CDI_0123,False discovery rate_CDI_0123,Overall accuracy (from conf m)_CDI_0123,Unnamed: 0,Accuracy_CDI_012,False Positive_CDI_012,False Negative_CDI_012,True Positive_CDI_012,True Negative_CDI_012,True Positive Rate / Sensitivity_CDI_012,True Negative Rate / Specificity_CDI_012,Positive predictive value / Precision_CDI_012,Negative predictive value_CDI_012,False Positive rate / Fall out_CDI_012,False Negative rate_CDI_012,False discovery rate_CDI_012,Overall accuracy (from conf m)_CDI_012,Unnamed: 0,Accuracy_CDI_01,False Positive_CDI_01,False Negative_CDI_01,True Positive_CDI_01,True Negative_CDI_01,True Positive Rate / Sensitivity_CDI_01,True Negative Rate / Specificity_CDI_01,Positive predictive value / Precision_CDI_01,Negative predictive value_CDI_01,False Positive rate / Fall out_CDI_01,False Negative rate_CDI_01,False discovery rate_CDI_01,Overall accuracy (from conf m)_CDI_01,Unnamed: 0,Accuracy_CDI_0,False Positive_CDI_0,False Negative_CDI_0,True Positive_CDI_0,True Negative_CDI_0,True Positive Rate / Sensitivity_CDI_0,True Negative Rate / Specificity_CDI_0,Positive predictive value / Precision_CDI_0,Negative predictive value_CDI_0,False Positive rate / Fall out_CDI_0,False Negative rate_CDI_0,False discovery rate_CDI_0,Overall accuracy (from conf m)_CDI_0
23,23,0.7357142857142858,34.0,3.0,63.0,40.0,0.9545454545454546,0.5405405405405406,0.6494845360824743,0.9302325581395348,0.4594594594594595,0.0454545454545454,0.3505154639175257,0.7357142857142858,23,0.7428571428571429,33.0,3.0,63.0,41.0,0.9545454545454546,0.5540540540540541,0.65625,0.9318181818181818,0.4459459459459459,0.0454545454545454,0.34375,0.7428571428571429,23,0.7357142857142858,29.0,8.0,58.0,45.0,0.8787878787878788,0.6081081081081081,0.6666666666666666,0.8490566037735849,0.3918918918918919,0.1212121212121212,0.3333333333333333,0.7357142857142858,23,0.6785714285714286,21.0,24.0,42.0,53.0,0.6363636363636364,0.7162162162162162,0.6666666666666666,0.6883116883116883,0.2837837837837837,0.3636363636363636,0.3333333333333333,0.6785714285714286,23,0.6571428571428571,8.0,40.0,26.0,66.0,0.3939393939393939,0.8918918918918919,0.7647058823529411,0.6226415094339622,0.1081081081081081,0.6060606060606061,0.2352941176470588,0.6571428571428571
24,24,0.8214285714285714,23.0,2.0,71.0,44.0,0.9726027397260274,0.6567164179104478,0.7553191489361702,0.9565217391304348,0.3432835820895522,0.0273972602739726,0.2446808510638297,0.8214285714285714,24,0.8285714285714286,22.0,2.0,71.0,45.0,0.9726027397260274,0.6716417910447762,0.7634408602150538,0.9574468085106383,0.3283582089552239,0.0273972602739726,0.2365591397849462,0.8285714285714286,24,0.7928571428571428,20.0,9.0,64.0,47.0,0.8767123287671232,0.7014925373134329,0.7619047619047619,0.8392857142857143,0.2985074626865671,0.1232876712328767,0.238095238095238,0.7928571428571428,24,0.7428571428571429,15.0,21.0,52.0,52.0,0.7123287671232876,0.7761194029850746,0.7761194029850746,0.7123287671232876,0.2238805970149253,0.2876712328767123,0.2238805970149253,0.7428571428571429,24,0.6428571428571429,8.0,42.0,31.0,59.0,0.4246575342465753,0.8805970149253731,0.7948717948717948,0.5841584158415841,0.1194029850746268,0.5753424657534246,0.2051282051282051,0.6428571428571429
25,25,0.75,33.0,2.0,61.0,44.0,0.9682539682539684,0.5714285714285714,0.648936170212766,0.9565217391304348,0.4285714285714285,0.0317460317460317,0.351063829787234,0.75,25,0.7571428571428571,32.0,2.0,61.0,45.0,0.9682539682539684,0.5844155844155844,0.6559139784946236,0.9574468085106383,0.4155844155844156,0.0317460317460317,0.3440860215053763,0.7571428571428571,25,0.7642857142857142,26.0,7.0,56.0,51.0,0.8888888888888888,0.6623376623376623,0.6829268292682927,0.8793103448275862,0.3376623376623376,0.1111111111111111,0.3170731707317073,0.7642857142857142,25,0.7428571428571429,16.0,20.0,43.0,61.0,0.6825396825396826,0.7922077922077922,0.7288135593220338,0.7530864197530864,0.2077922077922078,0.3174603174603174,0.2711864406779661,0.7428571428571429,25,0.7071428571428572,8.0,33.0,30.0,69.0,0.4761904761904761,0.8961038961038961,0.7894736842105263,0.6764705882352942,0.1038961038961039,0.5238095238095238,0.2105263157894736,0.7071428571428572
26,26,0.7714285714285715,30.0,2.0,65.0,43.0,0.9701492537313432,0.589041095890411,0.6842105263157895,0.9555555555555556,0.410958904109589,0.0298507462686567,0.3157894736842105,0.7714285714285715,26,0.7714285714285715,29.0,3.0,64.0,44.0,0.9552238805970148,0.6027397260273972,0.6881720430107527,0.9361702127659576,0.3972602739726027,0.044776119402985,0.3118279569892473,0.7714285714285715,26,0.7785714285714286,22.0,9.0,58.0,51.0,0.8656716417910447,0.6986301369863014,0.725,0.85,0.3013698630136986,0.1343283582089552,0.275,0.7785714285714286,26,0.7357142857142858,15.0,22.0,45.0,58.0,0.6716417910447762,0.7945205479452054,0.75,0.725,0.2054794520547945,0.3283582089552239,0.25,0.7357142857142858,26,0.6428571428571429,8.0,42.0,25.0,65.0,0.373134328358209,0.8904109589041096,0.7575757575757576,0.6074766355140186,0.1095890410958904,0.6268656716417911,0.2424242424242424,0.6428571428571429
27,27,0.7571428571428571,34.0,0.0,65.0,41.0,1.0,0.5466666666666666,0.6565656565656566,1.0,0.4533333333333333,0.0,0.3434343434343434,0.7571428571428571,27,0.7785714285714286,31.0,0.0,65.0,44.0,1.0,0.5866666666666667,0.6770833333333334,1.0,0.4133333333333333,0.0,0.3229166666666667,0.7785714285714286,27,0.8071428571428572,20.0,7.0,58.0,55.0,0.8923076923076924,0.7333333333333333,0.7435897435897436,0.8870967741935484,0.2666666666666666,0.1076923076923077,0.2564102564102564,0.8071428571428572,27,0.7642857142857142,13.0,20.0,45.0,62.0,0.6923076923076923,0.8266666666666667,0.7758620689655172,0.7560975609756098,0.1733333333333333,0.3076923076923077,0.2241379310344827,0.7642857142857142,27,0.7,3.0,39.0,26.0,72.0,0.4,0.96,0.896551724137931,0.6486486486486487,0.04,0.6,0.1034482758620689,0.7
28,28,0.7428571428571429,36.0,0.0,64.0,40.0,1.0,0.5263157894736842,0.64,1.0,0.4736842105263157,0.0,0.36,0.7428571428571429,28,0.75,35.0,0.0,64.0,41.0,1.0,0.5394736842105263,0.6464646464646465,1.0,0.4605263157894737,0.0,0.3535353535353535,0.75,28,0.75,30.0,5.0,59.0,46.0,0.921875,0.6052631578947368,0.6629213483146067,0.9019607843137256,0.3947368421052631,0.078125,0.3370786516853932,0.75,28,0.6785714285714286,23.0,22.0,42.0,53.0,0.65625,0.6973684210526315,0.6461538461538462,0.7066666666666667,0.3026315789473684,0.34375,0.3538461538461538,0.6785714285714286,28,0.65,9.0,40.0,24.0,67.0,0.375,0.881578947368421,0.7272727272727273,0.6261682242990654,0.1184210526315789,0.625,0.2727272727272727,0.65
29,29,0.7571428571428571,34.0,0.0,72.0,34.0,1.0,0.5,0.6792452830188679,1.0,0.5,0.0,0.320754716981132,0.7571428571428571,29,0.7571428571428571,34.0,0.0,72.0,34.0,1.0,0.5,0.6792452830188679,1.0,0.5,0.0,0.320754716981132,0.7571428571428571,29,0.7928571428571428,26.0,3.0,69.0,42.0,0.9583333333333334,0.6176470588235294,0.7263157894736842,0.9333333333333332,0.3823529411764705,0.0416666666666666,0.2736842105263158,0.7928571428571428,29,0.7785714285714286,16.0,15.0,57.0,52.0,0.7916666666666666,0.7647058823529411,0.7808219178082192,0.7761194029850746,0.2352941176470588,0.2083333333333333,0.2191780821917808,0.7785714285714286,29,0.6928571428571428,7.0,36.0,36.0,61.0,0.5,0.8970588235294118,0.8372093023255814,0.6288659793814433,0.1029411764705882,0.5,0.1627906976744186,0.6928571428571428
30,30,0.7428571428571429,34.0,2.0,58.0,46.0,0.9666666666666668,0.575,0.6304347826086957,0.9583333333333334,0.425,0.0333333333333333,0.3695652173913043,0.7428571428571429,30,0.75,33.0,2.0,58.0,47.0,0.9666666666666668,0.5875,0.6373626373626373,0.9591836734693876,0.4125,0.0333333333333333,0.3626373626373626,0.75,30,0.7785714285714286,25.0,6.0,54.0,55.0,0.9,0.6875,0.6835443037974683,0.9016393442622952,0.3125,0.1,0.3164556962025316,0.7785714285714286,30,0.7357142857142858,18.0,19.0,41.0,62.0,0.6833333333333333,0.775,0.6949152542372882,0.7654320987654321,0.225,0.3166666666666666,0.3050847457627119,0.7357142857142858,30,0.7,9.0,33.0,27.0,71.0,0.45,0.8875,0.75,0.6826923076923077,0.1125,0.55,0.25,0.7
31,31,0.7785714285714286,31.0,0.0,73.0,36.0,1.0,0.5373134328358209,0.7019230769230769,1.0,0.4626865671641791,0.0,0.2980769230769231,0.7785714285714286,31,0.7785714285714286,31.0,0.0,73.0,36.0,1.0,0.5373134328358209,0.7019230769230769,1.0,0.4626865671641791,0.0,0.2980769230769231,0.7785714285714286,31,0.8071428571428572,20.0,7.0,66.0,47.0,0.9041095890410958,0.7014925373134329,0.7674418604651163,0.8703703703703703,0.2985074626865671,0.0958904109589041,0.2325581395348837,0.8071428571428572,31,0.7428571428571429,15.0,21.0,52.0,52.0,0.7123287671232876,0.7761194029850746,0.7761194029850746,0.7123287671232876,0.2238805970149253,0.2876712328767123,0.2238805970149253,0.7428571428571429,31,0.6071428571428571,9.0,46.0,27.0,58.0,0.3698630136986301,0.8656716417910447,0.75,0.5576923076923077,0.1343283582089552,0.6301369863013698,0.25,0.6071428571428571
32,32,0.75,35.0,0.0,59.0,46.0,1.0,0.5679012345679012,0.6276595744680851,1.0,0.4320987654320987,0.0,0.3723404255319149,0.75,32,0.7642857142857142,33.0,0.0,59.0,48.0,1.0,0.5925925925925926,0.6413043478260869,1.0,0.4074074074074074,0.0,0.358695652173913,0.7642857142857142,32,0.7642857142857142,28.0,5.0,54.0,53.0,0.9152542372881356,0.654320987654321,0.6585365853658537,0.913793103448276,0.345679012345679,0.0847457627118644,0.3414634146341463,0.7642857142857142,32,0.7357142857142858,20.0,17.0,42.0,61.0,0.711864406779661,0.7530864197530864,0.6774193548387096,0.782051282051282,0.2469135802469135,0.288135593220339,0.3225806451612903,0.7357142857142858,32,0.7285714285714285,9.0,29.0,30.0,72.0,0.5084745762711864,0.8888888888888888,0.7692307692307693,0.7128712871287128,0.1111111111111111,0.4915254237288136,0.2307692307692307,0.7285714285714285
33,33,0.8071428571428572,25.0,2.0,80.0,33.0,0.975609756097561,0.5689655172413793,0.7619047619047619,0.9428571428571428,0.4310344827586206,0.024390243902439,0.238095238095238,0.8071428571428572,33,0.8071428571428572,25.0,2.0,80.0,33.0,0.975609756097561,0.5689655172413793,0.7619047619047619,0.9428571428571428,0.4310344827586206,0.024390243902439,0.238095238095238,0.8071428571428572,33,0.7642857142857142,21.0,12.0,70.0,37.0,0.8536585365853658,0.6379310344827587,0.7692307692307693,0.7551020408163265,0.3620689655172414,0.1463414634146341,0.2307692307692307,0.7642857142857142,33,0.7142857142857143,11.0,29.0,53.0,47.0,0.6463414634146342,0.8103448275862069,0.828125,0.618421052631579,0.1896551724137931,0.3536585365853658,0.171875,0.7142857142857143,33,0.65,6.0,43.0,39.0,52.0,0.4756097560975609,0.896551724137931,0.8666666666666667,0.5473684210526316,0.1034482758620689,0.524390243902439,0.1333333333333333,0.65
34,34,0.7357142857142858,34.0,3.0,67.0,36.0,0.9571428571428572,0.5142857142857142,0.6633663366336634,0.9230769230769232,0.4857142857142857,0.0428571428571428,0.3366336633663366,0.7357142857142858,34,0.7428571428571429,31.0,5.0,65.0,39.0,0.9285714285714286,0.5571428571428572,0.6770833333333334,0.8863636363636364,0.4428571428571428,0.0714285714285714,0.3229166666666667,0.7428571428571429,34,0.7571428571428571,26.0,8.0,62.0,44.0,0.8857142857142857,0.6285714285714286,0.7045454545454546,0.8461538461538461,0.3714285714285714,0.1142857142857142,0.2954545454545454,0.7571428571428571,34,0.7071428571428572,21.0,20.0,50.0,49.0,0.7142857142857143,0.7,0.704225352112676,0.7101449275362319,0.3,0.2857142857142857,0.2957746478873239,0.7071428571428572,34,0.6357142857142857,11.0,40.0,30.0,59.0,0.4285714285714285,0.8428571428571429,0.7317073170731707,0.5959595959595959,0.1571428571428571,0.5714285714285714,0.2682926829268293,0.6357142857142857
35,35,0.7214285714285714,39.0,0.0,66.0,35.0,1.0,0.4729729729729729,0.6285714285714286,1.0,0.527027027027027,0.0,0.3714285714285714,0.7214285714285714,35,0.7214285714285714,39.0,0.0,66.0,35.0,1.0,0.4729729729729729,0.6285714285714286,1.0,0.527027027027027,0.0,0.3714285714285714,0.7214285714285714,35,0.6857142857142857,35.0,9.0,57.0,39.0,0.8636363636363636,0.527027027027027,0.6195652173913043,0.8125,0.4729729729729729,0.1363636363636363,0.3804347826086957,0.6857142857142857,35,0.6857142857142857,24.0,20.0,46.0,50.0,0.696969696969697,0.6756756756756757,0.6571428571428571,0.7142857142857143,0.3243243243243243,0.303030303030303,0.3428571428571428,0.6857142857142857,35,0.6285714285714286,12.0,40.0,26.0,62.0,0.3939393939393939,0.8378378378378378,0.6842105263157895,0.6078431372549019,0.1621621621621621,0.6060606060606061,0.3157894736842105,0.6285714285714286
36,36,0.7571428571428571,34.0,0.0,65.0,41.0,1.0,0.5466666666666666,0.6565656565656566,1.0,0.4533333333333333,0.0,0.3434343434343434,0.7571428571428571,36,0.7571428571428571,34.0,0.0,65.0,41.0,1.0,0.5466666666666666,0.6565656565656566,1.0,0.4533333333333333,0.0,0.3434343434343434,0.7571428571428571,36,0.7571428571428571,27.0,7.0,58.0,48.0,0.8923076923076924,0.64,0.6823529411764706,0.8727272727272727,0.36,0.1076923076923077,0.3176470588235294,0.7571428571428571,36,0.7214285714285714,21.0,18.0,47.0,54.0,0.7230769230769231,0.72,0.6911764705882353,0.75,0.28,0.2769230769230769,0.3088235294117647,0.7214285714285714,36,0.6928571428571428,7.0,36.0,29.0,68.0,0.4461538461538462,0.9066666666666666,0.8055555555555556,0.6538461538461539,0.0933333333333333,0.5538461538461539,0.1944444444444444,0.6928571428571428
37,37,0.7714285714285715,31.0,1.0,67.0,41.0,0.9852941176470588,0.5694444444444444,0.6836734693877551,0.9761904761904762,0.4305555555555556,0.0147058823529411,0.3163265306122449,0.7714285714285715,37,0.7642857142857142,31.0,2.0,66.0,41.0,0.9705882352941176,0.5694444444444444,0.6804123711340206,0.9534883720930232,0.4305555555555556,0.0294117647058823,0.3195876288659793,0.7642857142857142,37,0.75,25.0,10.0,58.0,47.0,0.8529411764705882,0.6527777777777778,0.6987951807228916,0.8245614035087719,0.3472222222222222,0.1470588235294117,0.3012048192771084,0.75,37,0.6857142857142857,20.0,24.0,44.0,52.0,0.6470588235294118,0.7222222222222222,0.6875,0.6842105263157895,0.2777777777777778,0.3529411764705882,0.3125,0.6857142857142857,37,0.6714285714285714,8.0,38.0,30.0,64.0,0.4411764705882353,0.8888888888888888,0.7894736842105263,0.6274509803921569,0.1111111111111111,0.5588235294117647,0.2105263157894736,0.6714285714285714
38,38,0.7428571428571429,34.0,2.0,69.0,35.0,0.971830985915493,0.5072463768115942,0.6699029126213593,0.945945945945946,0.4927536231884058,0.028169014084507,0.3300970873786408,0.7428571428571429,38,0.7642857142857142,31.0,2.0,69.0,38.0,0.971830985915493,0.5507246376811594,0.69,0.95,0.4492753623188406,0.028169014084507,0.31,0.7642857142857142,38,0.8071428571428572,22.0,5.0,66.0,47.0,0.9295774647887324,0.6811594202898551,0.75,0.903846153846154,0.3188405797101449,0.0704225352112676,0.25,0.8071428571428572,38,0.7357142857142858,15.0,22.0,49.0,54.0,0.6901408450704225,0.782608695652174,0.765625,0.7105263157894737,0.217391304347826,0.3098591549295774,0.234375,0.7357142857142858,38,0.6928571428571428,7.0,36.0,35.0,62.0,0.4929577464788732,0.8985507246376812,0.8333333333333334,0.6326530612244898,0.1014492753623188,0.5070422535211268,0.1666666666666666,0.6928571428571428
39,39,0.7642857142857142,32.0,1.0,62.0,45.0,0.984126984126984,0.5844155844155844,0.6595744680851063,0.9782608695652174,0.4155844155844156,0.0158730158730158,0.3404255319148936,0.7642857142857142,39,0.7785714285714286,30.0,1.0,62.0,47.0,0.984126984126984,0.6103896103896104,0.6739130434782609,0.9791666666666666,0.3896103896103896,0.0158730158730158,0.3260869565217391,0.7785714285714286,39,0.7571428571428571,26.0,8.0,55.0,51.0,0.873015873015873,0.6623376623376623,0.6790123456790124,0.864406779661017,0.3376623376623376,0.1269841269841269,0.3209876543209876,0.7571428571428571,39,0.6928571428571428,18.0,25.0,38.0,59.0,0.6031746031746031,0.7662337662337663,0.6785714285714286,0.7023809523809523,0.2337662337662337,0.3968253968253968,0.3214285714285714,0.6928571428571428,39,0.6714285714285714,7.0,39.0,24.0,70.0,0.3809523809523809,0.9090909090909092,0.7741935483870968,0.6422018348623854,0.0909090909090909,0.6190476190476191,0.2258064516129032,0.6714285714285714
40,40,0.7214285714285714,37.0,2.0,58.0,43.0,0.9666666666666668,0.5375,0.6105263157894737,0.9555555555555556,0.4625,0.0333333333333333,0.3894736842105263,0.7214285714285714,40,0.7285714285714285,36.0,2.0,58.0,44.0,0.9666666666666668,0.55,0.6170212765957447,0.9565217391304348,0.45,0.0333333333333333,0.3829787234042553,0.7285714285714285,40,0.7357142857142858,29.0,8.0,52.0,51.0,0.8666666666666667,0.6375,0.6419753086419753,0.864406779661017,0.3625,0.1333333333333333,0.3580246913580246,0.7357142857142858,40,0.6714285714285714,21.0,25.0,35.0,59.0,0.5833333333333334,0.7375,0.625,0.7023809523809523,0.2625,0.4166666666666667,0.375,0.6714285714285714,40,0.6642857142857143,7.0,40.0,20.0,73.0,0.3333333333333333,0.9125,0.7407407407407407,0.6460176991150443,0.0875,0.6666666666666666,0.2592592592592592,0.6642857142857143
41,41,0.7428571428571429,34.0,2.0,65.0,39.0,0.9701492537313432,0.5342465753424658,0.6565656565656566,0.951219512195122,0.4657534246575342,0.0298507462686567,0.3434343434343434,0.7428571428571429,41,0.75,33.0,2.0,65.0,40.0,0.9701492537313432,0.547945205479452,0.6632653061224489,0.9523809523809524,0.4520547945205479,0.0298507462686567,0.336734693877551,0.75,41,0.7642857142857142,24.0,9.0,58.0,49.0,0.8656716417910447,0.6712328767123288,0.7073170731707317,0.8448275862068966,0.3287671232876712,0.1343283582089552,0.2926829268292683,0.7642857142857142,41,0.7214285714285714,17.0,22.0,45.0,56.0,0.6716417910447762,0.7671232876712328,0.7258064516129032,0.717948717948718,0.2328767123287671,0.3283582089552239,0.2741935483870967,0.7214285714285714,41,0.7071428571428572,7.0,34.0,33.0,66.0,0.4925373134328358,0.9041095890410958,0.825,0.66,0.0958904109589041,0.5074626865671642,0.175,0.7071428571428572
42,42,0.7357142857142858,36.0,1.0,59.0,44.0,0.9833333333333332,0.55,0.6210526315789474,0.9777777777777776,0.45,0.0166666666666666,0.3789473684210526,0.7357142857142858,42,0.75,34.0,1.0,59.0,46.0,0.9833333333333332,0.575,0.6344086021505376,0.9787234042553192,0.425,0.0166666666666666,0.3655913978494624,0.75,42,0.7642857142857142,25.0,8.0,52.0,55.0,0.8666666666666667,0.6875,0.6753246753246753,0.873015873015873,0.3125,0.1333333333333333,0.3246753246753247,0.7642857142857142,42,0.7714285714285715,16.0,16.0,44.0,64.0,0.7333333333333333,0.8,0.7333333333333333,0.8,0.2,0.2666666666666666,0.2666666666666666,0.7714285714285715,42,0.6642857142857143,8.0,39.0,21.0,72.0,0.35,0.9,0.7241379310344828,0.6486486486486487,0.1,0.65,0.2758620689655172,0.6642857142857143
43,43,0.7428571428571429,36.0,0.0,67.0,37.0,1.0,0.5068493150684932,0.6504854368932039,1.0,0.4931506849315068,0.0,0.3495145631067961,0.7428571428571429,43,0.75,34.0,1.0,66.0,39.0,0.9850746268656716,0.5342465753424658,0.66,0.975,0.4657534246575342,0.0149253731343283,0.34,0.75,43,0.7357142857142858,28.0,9.0,58.0,45.0,0.8656716417910447,0.6164383561643836,0.6744186046511628,0.8333333333333334,0.3835616438356164,0.1343283582089552,0.3255813953488372,0.7357142857142858,43,0.7071428571428572,20.0,21.0,46.0,53.0,0.6865671641791045,0.726027397260274,0.696969696969697,0.7162162162162162,0.273972602739726,0.3134328358208955,0.303030303030303,0.7071428571428572,43,0.6928571428571428,9.0,34.0,33.0,64.0,0.4925373134328358,0.8767123287671232,0.7857142857142857,0.6530612244897959,0.1232876712328767,0.5074626865671642,0.2142857142857142,0.6928571428571428
44,44,0.7714285714285715,31.0,1.0,69.0,39.0,0.9857142857142858,0.5571428571428572,0.69,0.975,0.4428571428571428,0.0142857142857142,0.31,0.7714285714285715,44,0.7785714285714286,29.0,2.0,68.0,41.0,0.9714285714285714,0.5857142857142857,0.7010309278350515,0.9534883720930232,0.4142857142857143,0.0285714285714285,0.2989690721649484,0.7785714285714286,44,0.7714285714285715,24.0,8.0,62.0,46.0,0.8857142857142857,0.6571428571428571,0.7209302325581395,0.8518518518518519,0.3428571428571428,0.1142857142857142,0.2790697674418604,0.7714285714285715,44,0.7571428571428571,15.0,19.0,51.0,55.0,0.7285714285714285,0.7857142857142857,0.7727272727272727,0.7432432432432432,0.2142857142857142,0.2714285714285714,0.2272727272727272,0.7571428571428571,44,0.6785714285714286,7.0,38.0,32.0,63.0,0.4571428571428571,0.9,0.8205128205128205,0.6237623762376238,0.1,0.5428571428571428,0.1794871794871795,0.6785714285714286
45,45,0.7571428571428571,34.0,0.0,68.0,38.0,1.0,0.5277777777777778,0.6666666666666666,1.0,0.4722222222222222,0.0,0.3333333333333333,0.7571428571428571,45,0.7857142857142857,30.0,0.0,68.0,42.0,1.0,0.5833333333333334,0.6938775510204082,1.0,0.4166666666666667,0.0,0.3061224489795918,0.7857142857142857,45,0.7857142857142857,26.0,4.0,64.0,46.0,0.9411764705882352,0.6388888888888888,0.7111111111111111,0.92,0.3611111111111111,0.0588235294117647,0.2888888888888888,0.7857142857142857,45,0.7285714285714285,17.0,21.0,47.0,55.0,0.6911764705882353,0.7638888888888888,0.734375,0.7236842105263158,0.2361111111111111,0.3088235294117647,0.265625,0.7285714285714285,45,0.65,9.0,40.0,28.0,63.0,0.4117647058823529,0.875,0.7567567567567568,0.6116504854368932,0.125,0.5882352941176471,0.2432432432432432,0.65
46,46,0.75,33.0,2.0,70.0,35.0,0.9722222222222222,0.5147058823529411,0.6796116504854369,0.945945945945946,0.4852941176470588,0.0277777777777777,0.3203883495145631,0.75,46,0.7714285714285715,30.0,2.0,70.0,38.0,0.9722222222222222,0.5588235294117647,0.7,0.95,0.4411764705882353,0.0277777777777777,0.3,0.7714285714285715,46,0.7571428571428571,26.0,8.0,64.0,42.0,0.8888888888888888,0.6176470588235294,0.7111111111111111,0.84,0.3823529411764705,0.1111111111111111,0.2888888888888888,0.7571428571428571,46,0.7214285714285714,17.0,22.0,50.0,51.0,0.6944444444444444,0.75,0.746268656716418,0.6986301369863014,0.25,0.3055555555555556,0.2537313432835821,0.7214285714285714,46,0.6642857142857143,7.0,40.0,32.0,61.0,0.4444444444444444,0.8970588235294118,0.8205128205128205,0.6039603960396039,0.1029411764705882,0.5555555555555556,0.1794871794871795,0.6642857142857143
47,47,0.75,35.0,0.0,67.0,38.0,1.0,0.5205479452054794,0.6568627450980392,1.0,0.4794520547945205,0.0,0.3431372549019608,0.75,47,0.75,35.0,0.0,67.0,38.0,1.0,0.5205479452054794,0.6568627450980392,1.0,0.4794520547945205,0.0,0.3431372549019608,0.75,47,0.7785714285714286,29.0,2.0,65.0,44.0,0.9701492537313432,0.6027397260273972,0.6914893617021277,0.9565217391304348,0.3972602739726027,0.0298507462686567,0.3085106382978723,0.7785714285714286,47,0.7714285714285715,17.0,15.0,52.0,56.0,0.7761194029850746,0.7671232876712328,0.7536231884057971,0.7887323943661971,0.2328767123287671,0.2238805970149253,0.2463768115942029,0.7714285714285715,47,0.7,7.0,35.0,32.0,66.0,0.4776119402985074,0.9041095890410958,0.8205128205128205,0.6534653465346535,0.0958904109589041,0.5223880597014925,0.1794871794871795,0.7
48,48,0.75,35.0,0.0,69.0,36.0,1.0,0.5070422535211268,0.6634615384615384,1.0,0.4929577464788732,0.0,0.3365384615384615,0.75,48,0.7642857142857142,33.0,0.0,69.0,38.0,1.0,0.5352112676056338,0.6764705882352942,1.0,0.4647887323943662,0.0,0.3235294117647059,0.7642857142857142,48,0.7214285714285714,28.0,11.0,58.0,43.0,0.8405797101449275,0.6056338028169014,0.6744186046511628,0.7962962962962963,0.3943661971830985,0.1594202898550724,0.3255813953488372,0.7214285714285714,48,0.75,18.0,17.0,52.0,53.0,0.7536231884057971,0.7464788732394366,0.7428571428571429,0.7571428571428571,0.2535211267605634,0.2463768115942029,0.2571428571428571,0.75,48,0.6571428571428571,9.0,39.0,30.0,62.0,0.4347826086956521,0.8732394366197183,0.7692307692307693,0.6138613861386139,0.1267605633802817,0.5652173913043478,0.2307692307692307,0.6571428571428571
49,49,0.7571428571428571,33.0,1.0,65.0,41.0,0.9848484848484848,0.5540540540540541,0.6632653061224489,0.9761904761904762,0.4459459459459459,0.0151515151515151,0.336734693877551,0.7571428571428571,49,0.7642857142857142,32.0,1.0,65.0,42.0,0.9848484848484848,0.5675675675675675,0.6701030927835051,0.9767441860465116,0.4324324324324324,0.0151515151515151,0.3298969072164948,0.7642857142857142,49,0.8,23.0,5.0,61.0,51.0,0.9242424242424242,0.6891891891891891,0.7261904761904762,0.9107142857142856,0.3108108108108108,0.0757575757575757,0.2738095238095238,0.8,49,0.7214285714285714,18.0,21.0,45.0,56.0,0.6818181818181818,0.7567567567567568,0.7142857142857143,0.7272727272727273,0.2432432432432432,0.3181818181818182,0.2857142857142857,0.7214285714285714,49,0.6928571428571428,5.0,38.0,28.0,69.0,0.4242424242424242,0.9324324324324323,0.8484848484848485,0.6448598130841121,0.0675675675675675,0.5757575757575758,0.1515151515151515,0.6928571428571428
50,50,0.75,33.0,2.0,65.0,40.0,0.9701492537313432,0.547945205479452,0.6632653061224489,0.9523809523809524,0.4520547945205479,0.0298507462686567,0.336734693877551,0.75,50,0.7571428571428571,32.0,2.0,65.0,41.0,0.9701492537313432,0.5616438356164384,0.6701030927835051,0.9534883720930232,0.4383561643835616,0.0298507462686567,0.3298969072164948,0.7571428571428571,50,0.7571428571428571,27.0,7.0,60.0,46.0,0.8955223880597015,0.6301369863013698,0.6896551724137931,0.8679245283018868,0.3698630136986301,0.1044776119402985,0.3103448275862069,0.7571428571428571,50,0.7142857142857143,20.0,20.0,47.0,53.0,0.7014925373134329,0.726027397260274,0.7014925373134329,0.726027397260274,0.273972602739726,0.2985074626865671,0.2985074626865671,0.7142857142857143,50,0.6571428571428571,6.0,42.0,25.0,67.0,0.373134328358209,0.9178082191780822,0.8064516129032258,0.6146788990825688,0.0821917808219178,0.6268656716417911,0.1935483870967742,0.6571428571428571
